institution,institution_full,institution_ror,dataset_id,doi,creator_order,given_name,family_name,author_name,orcid,pids,affiliation_source,doi_norm,doi_norm_1,removal_reason
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::4f5be7332b94c864ce858e5fece8c71f,10.25582/data.2021-04.2206404/1956130,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206404/1956130,openaire,10.25582/data.2021-04.2206404/1956130,10.25582/data.2021-04.2206404/1956130,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::8aaafd5457db5f8594614a9d6d2488cd,10.25582/data.2021-04.2206406/1956306,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206406/1956306,openaire,10.25582/data.2021-04.2206406/1956306,10.25582/data.2021-04.2206406/1956306,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::dd884d1d2225601eb4a3ff850226c9a4,10.25582/data.2021-04.2206408/1957069,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206408/1957069,openaire,10.25582/data.2021-04.2206408/1957069,10.25582/data.2021-04.2206408/1957069,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::6c7552559c77a7f6803cfe48a10ee866,10.25582/data.2021-04.2206414/1957122,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206414/1957122,openaire,10.25582/data.2021-04.2206414/1957122,10.25582/data.2021-04.2206414/1957122,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::a1638402390786fc4d1b854873c6d948,10.25582/data.2021-04.2206415/1956148,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206415/1956148,openaire,10.25582/data.2021-04.2206415/1956148,10.25582/data.2021-04.2206415/1956148,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::6972f456c3589c94d22868e0c835677e,10.25582/data.2021-04.2206416/1957167,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206416/1957167,openaire,10.25582/data.2021-04.2206416/1957167,10.25582/data.2021-04.2206416/1957167,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::ebfcca7ff59f8ddd904946048760512e,10.25582/data.2021-04.2206417/1956779,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206417/1956779,openaire,10.25582/data.2021-04.2206417/1956779,10.25582/data.2021-04.2206417/1956779,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::f3f795fae209c855f8deec75fa3f2e4f,10.25582/data.2021-04.2206418/1957006,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206418/1957006,openaire,10.25582/data.2021-04.2206418/1957006,10.25582/data.2021-04.2206418/1957006,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::a2531ae4a2307d4db87893c9c45b7283,10.25582/data.2021-04.2206421/1956452,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206421/1956452,openaire,10.25582/data.2021-04.2206421/1956452,10.25582/data.2021-04.2206421/1956452,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::646b306667978055b2eda331336d7f14,10.25582/data.2021-04.2206424/1956785,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206424/1956785,openaire,10.25582/data.2021-04.2206424/1956785,10.25582/data.2021-04.2206424/1956785,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::ec67bb8ffe4628412dd845161bbdc9a7,10.25582/data.2021-04.2206426/1956431,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206426/1956431,openaire,10.25582/data.2021-04.2206426/1956431,10.25582/data.2021-04.2206426/1956431,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::d7213509d6120bac1efcb4bdf05740af,10.25582/data.2021-04.2206430/1956283,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206430/1956283,openaire,10.25582/data.2021-04.2206430/1956283,10.25582/data.2021-04.2206430/1956283,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::c013864eb2544642c16204ddc9471aba,10.25582/data.2021-04.2206431/1957152,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206431/1957152,openaire,10.25582/data.2021-04.2206431/1957152,10.25582/data.2021-04.2206431/1957152,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::588ab9e7dc283ea0d38de161a82afe28,10.25582/data.2021-04.2206432/1956258,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206432/1956258,openaire,10.25582/data.2021-04.2206432/1956258,10.25582/data.2021-04.2206432/1956258,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::bb23ac947b884c977dad2306722d5d4a,10.25582/data.2021-04.2206439/1956061,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206439/1956061,openaire,10.25582/data.2021-04.2206439/1956061,10.25582/data.2021-04.2206439/1956061,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::d94fbce8ae8a9d088488cfd876047402,10.25582/data.2021-04.2206440/1956380,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206440/1956380,openaire,10.25582/data.2021-04.2206440/1956380,10.25582/data.2021-04.2206440/1956380,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::8d29fddc978d2d28431569ab352d679b,10.25582/data.2021-04.2206441/1956333,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206441/1956333,openaire,10.25582/data.2021-04.2206441/1956333,10.25582/data.2021-04.2206441/1956333,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::85255f28878304fb2fb7f2b9c50dc287,10.25582/data.2021-04.2206442/1957166,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206442/1957166,openaire,10.25582/data.2021-04.2206442/1957166,10.25582/data.2021-04.2206442/1957166,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::59e7d8801266e33cdf1b7bb91e3ee695,10.25582/data.2021-04.2206443/1956368,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206443/1956368,openaire,10.25582/data.2021-04.2206443/1956368,10.25582/data.2021-04.2206443/1956368,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::3fbee98ab32b60ffed12b36d268f3df1,10.25582/data.2021-04.2206444/1957133,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206444/1957133,openaire,10.25582/data.2021-04.2206444/1957133,10.25582/data.2021-04.2206444/1957133,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::ce5d406fed9836655911345a5141fc40,10.25582/data.2021-04.2206445/1956082,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206445/1956082,openaire,10.25582/data.2021-04.2206445/1956082,10.25582/data.2021-04.2206445/1956082,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::f0d9445835a9bee50ee96cdd2bbac882,10.25582/data.2021-04.2206446/1956352,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206446/1956352,openaire,10.25582/data.2021-04.2206446/1956352,10.25582/data.2021-04.2206446/1956352,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::a94b9660d811623bfbcd7cdf1c3095e1,10.25582/data.2021-04.2206447/1956416,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206447/1956416,openaire,10.25582/data.2021-04.2206447/1956416,10.25582/data.2021-04.2206447/1956416,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::9857310b40918c46c00ae7eb8460d902,10.25582/data.2021-04.2206448/1956489,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206448/1956489,openaire,10.25582/data.2021-04.2206448/1956489,10.25582/data.2021-04.2206448/1956489,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::c3ad3123401b12175e96e3dbf292bb46,10.25582/data.2021-04.2206450/1957064,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206450/1957064,openaire,10.25582/data.2021-04.2206450/1957064,10.25582/data.2021-04.2206450/1957064,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::f6fb275adea85ff6f973837281fbb80a,10.25582/data.2021-04.2206451/1957018,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206451/1957018,openaire,10.25582/data.2021-04.2206451/1957018,10.25582/data.2021-04.2206451/1957018,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::ce81c13f5a4f78bbceee375a36a74aa4,10.25582/data.2021-04.2206452/1956193,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206452/1956193,openaire,10.25582/data.2021-04.2206452/1956193,10.25582/data.2021-04.2206452/1956193,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::4d46f3e4c1805595ce96ee87886819ca,10.25582/data.2021-04.2206455/1956392,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206455/1956392,openaire,10.25582/data.2021-04.2206455/1956392,10.25582/data.2021-04.2206455/1956392,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::aca9116cd5308e6ea855e95f8b6f2a37,10.25582/data.2021-04.2206456/1956717,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206456/1956717,openaire,10.25582/data.2021-04.2206456/1956717,10.25582/data.2021-04.2206456/1956717,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::bf0686d7f5f44376e0a37b5b231c9a25,10.25582/data.2021-04.2206468/1956318,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206468/1956318,openaire,10.25582/data.2021-04.2206468/1956318,10.25582/data.2021-04.2206468/1956318,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::c201be37e25475e4106fc60bd0b8d20c,10.25582/data.2021-04.2206469/1956067,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206469/1956067,openaire,10.25582/data.2021-04.2206469/1956067,10.25582/data.2021-04.2206469/1956067,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::bd85ec48acac9306ce3e3d08c5e51569,10.25582/data.2021-04.2206474/1957060,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206474/1957060,openaire,10.25582/data.2021-04.2206474/1957060,10.25582/data.2021-04.2206474/1957060,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::85285cd37be12ba38fe8e392ca64f51d,10.25582/data.2021-04.2206475/1956647,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206475/1956647,openaire,10.25582/data.2021-04.2206475/1956647,10.25582/data.2021-04.2206475/1956647,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::9c4683f10d2b9464e199550e46f6209a,10.25582/data.2021-04.2206476/1956689,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206476/1956689,openaire,10.25582/data.2021-04.2206476/1956689,10.25582/data.2021-04.2206476/1956689,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::56150be17ea703f70b00fae06e67fa1b,10.25582/data.2021-04.2206477/1956404,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206477/1956404,openaire,10.25582/data.2021-04.2206477/1956404,10.25582/data.2021-04.2206477/1956404,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::8ef1fbc7172b1d94f126b2cfffc60610,10.25582/data.2021-04.2206478/1956815,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206478/1956815,openaire,10.25582/data.2021-04.2206478/1956815,10.25582/data.2021-04.2206478/1956815,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::5ed060249d3fad2f6b9da1f854ace8ae,10.25582/data.2021-04.2206480/1956505,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206480/1956505,openaire,10.25582/data.2021-04.2206480/1956505,10.25582/data.2021-04.2206480/1956505,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::e414cc9d239125c6997601d2d84adb6e,10.25582/data.2021-04.2206481/1956610,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206481/1956610,openaire,10.25582/data.2021-04.2206481/1956610,10.25582/data.2021-04.2206481/1956610,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::3a1c9e7a07f701718aaca63e1af59994,10.25582/data.2021-04.2206488/1956917,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206488/1956917,openaire,10.25582/data.2021-04.2206488/1956917,10.25582/data.2021-04.2206488/1956917,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::8b98728e59cbe5762ee414efe0012ad5,10.25582/data.2021-04.2206490/1956308,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206490/1956308,openaire,10.25582/data.2021-04.2206490/1956308,10.25582/data.2021-04.2206490/1956308,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::5631235c13c8b23474bedd53ec14a656,10.25582/data.2021-04.2206491/1955883,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206491/1955883,openaire,10.25582/data.2021-04.2206491/1955883,10.25582/data.2021-04.2206491/1955883,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::d52a8eac3d01c86cbf4816b89f104885,10.25582/data.2021-04.2206528/1956303,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206528/1956303,openaire,10.25582/data.2021-04.2206528/1956303,10.25582/data.2021-04.2206528/1956303,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::575cbb2e9d0b740b5c7fb52903680658,10.25582/data.2021-04.2206529/1956883,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206529/1956883,openaire,10.25582/data.2021-04.2206529/1956883,10.25582/data.2021-04.2206529/1956883,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::e2dc756b14230d6d989db234ec55dbc4,10.25582/data.2021-04.2206530/1956545,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206530/1956545,openaire,10.25582/data.2021-04.2206530/1956545,10.25582/data.2021-04.2206530/1956545,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::99f6e018145d13e52e5c41822fcb14cc,10.25582/data.2021-04.2206547/1956135,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206547/1956135,openaire,10.25582/data.2021-04.2206547/1956135,10.25582/data.2021-04.2206547/1956135,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::7962c343edfe4c739ebf2d3aae2cf9c9,10.25582/data.2021-04.2206548/1957077,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206548/1957077,openaire,10.25582/data.2021-04.2206548/1957077,10.25582/data.2021-04.2206548/1957077,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::97e9887f8a5893d0b6f6e7320c645fd0,10.25582/data.2021-04.2206549/1956177,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206549/1956177,openaire,10.25582/data.2021-04.2206549/1956177,10.25582/data.2021-04.2206549/1956177,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::ecd7977a976081daf9c449b07bc6659c,10.25582/data.2021-04.2206555/1956144,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206555/1956144,openaire,10.25582/data.2021-04.2206555/1956144,10.25582/data.2021-04.2206555/1956144,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::f92039f003cc39e88b7a94147121ba1f,10.25582/data.2021-04.2206556/1956334,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206556/1956334,openaire,10.25582/data.2021-04.2206556/1956334,10.25582/data.2021-04.2206556/1956334,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::c1f4f1f51467834778b6d32e1b576307,10.25582/data.2021-04.2206557/1956981,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206557/1956981,openaire,10.25582/data.2021-04.2206557/1956981,10.25582/data.2021-04.2206557/1956981,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::a35a4bf5f5382c090bb8d48f7724d9d1,10.25582/data.2021-04.2206565/1957027,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206565/1957027,openaire,10.25582/data.2021-04.2206565/1957027,10.25582/data.2021-04.2206565/1957027,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::9898f0c9922c3daaeb71d07ff4145f24,10.25582/data.2021-04.2206573/1956164,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206573/1956164,openaire,10.25582/data.2021-04.2206573/1956164,10.25582/data.2021-04.2206573/1956164,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::6a6b1a6b6db5d98b44a87ca0dd01887f,10.25582/data.2021-04.2206574/1957023,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206574/1957023,openaire,10.25582/data.2021-04.2206574/1957023,10.25582/data.2021-04.2206574/1957023,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::3263693a35dea192a5ac31063623cad7,10.25582/data.2021-04.2206578/1956809,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206578/1956809,openaire,10.25582/data.2021-04.2206578/1956809,10.25582/data.2021-04.2206578/1956809,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::adc348590c7479fc10298d7e75216994,10.25582/data.2021-04.2206580/1956259,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206580/1956259,openaire,10.25582/data.2021-04.2206580/1956259,10.25582/data.2021-04.2206580/1956259,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::bac621fd5a2b5e7bacc6e0f968863059,10.25582/data.2021-04.2206582/1956058,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206582/1956058,openaire,10.25582/data.2021-04.2206582/1956058,10.25582/data.2021-04.2206582/1956058,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::f97b2dfab851dda3dc801a8f6e297b57,10.25582/data.2021-04.2206585/1957099,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206585/1957099,openaire,10.25582/data.2021-04.2206585/1957099,10.25582/data.2021-04.2206585/1957099,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::8f27a674a9cbe6251a705e0b0c5736d1,10.25582/data.2021-04.2206598/1956079,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206598/1956079,openaire,10.25582/data.2021-04.2206598/1956079,10.25582/data.2021-04.2206598/1956079,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::f834cd6e25e131a42219c12bff828c68,10.25582/data.2021-04.2206599/1957165,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206599/1957165,openaire,10.25582/data.2021-04.2206599/1957165,10.25582/data.2021-04.2206599/1957165,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::d771a34abf0de1c9dfe8327a1651ddf0,10.25582/data.2021-04.2206601/1956270,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206601/1956270,openaire,10.25582/data.2021-04.2206601/1956270,10.25582/data.2021-04.2206601/1956270,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::7c1d925cab5d6d7b3f120cbdc72718db,10.25582/data.2021-04.2206602/1956898,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206602/1956898,openaire,10.25582/data.2021-04.2206602/1956898,10.25582/data.2021-04.2206602/1956898,no_cz_ror_match_in_datacite
IM ,Institute of Microbiology,https://ror.org/02p1jz666,doi_________::f553c7c34ec7e6f5236a0b64599532e9,10.25582/data.2021-04.2206603/1957127,4,,Baldrian,"Baldrian, Petr",,doi:10.25582/data.2021-04.2206603/1957127,openaire,10.25582/data.2021-04.2206603/1957127,10.25582/data.2021-04.2206603/1957127,no_cz_ror_match_in_datacite
